lv_HTGL3,ygrid_0,xgrid_0,UGRD_P0_L103_GLC0,VGRD_P0_L103_GLC0,gridlat_0,gridlon_0,station,org_lat,org_lon,speed,dir
10.0,90,327,-6.5735483,4.5526295,27.358603,-97.42463,twdb090,27.358,-97.426,17.88684595249176,124.70524597167969
10.0,90,328,-6.3335485,4.312629,27.360512,-97.301315,twdb091,27.36,-97.302,17.140363738536834,124.25166320800781
10.0,90,329,-6.2935486,4.2626295,27.362322,-97.17799,twdb092,27.362,-97.179,17.003505359344484,124.10984802246094
10.0,90,330,-6.2835484,4.222629,27.36403,-97.05467,twdb093,27.364,-97.056,16.93491723798752,123.90162658691406
10.0,90,331,-6.2335486,4.162629,27.36564,-96.93134,twdb094,27.365,-96.933,16.767295429849625,123.73414611816406
10.0,89,324,-6.8535485,4.852629,27.242758,-97.792015,twdb095,27.242,-97.793,18.784853067188266,125.30026245117188
10.0,89,325,-6.7735486,4.852629,27.244963,-97.66882,twdb096,27.245,-97.67,18.639090242767335,125.61814880371094
10.0,89,326,-6.7135487,4.602629,27.24707,-97.54562,twdb097,27.247,-97.547,18.208186772994996,124.43350219726562
10.0,89,327,-6.5435486,4.332629,27.249077,-97.422424,twdb098,27.249,-97.424,17.55530576623917,123.50942993164062
10.0,89,328,-6.3535485,4.2426295,27.250984,-97.299225,twdb099,27.251,-97.3,17.089911971063614,123.73332214355469
10.0,88,325,-6.943548,4.7626295,27.135433,-97.6664,twdb100,27.135,-97.668,18.83491550518036,124.44651794433594
10.0,88,326,-6.7635484,4.432629,27.137537,-97.54331,twdb101,27.137,-97.544,18.089333548984527,123.23965454101562
10.0,88,327,-6.5535483,4.222629,27.139544,-97.42023,twdb102,27.139,-97.421,17.43946797905922,122.79478454589844
10.0,103,334,-2.0035486,3.1026294,28.792883,-96.58003,twdb103,28.792,-96.581,8.261705988140108,147.14732360839844
10.0,103,335,-1.8035486,3.3526294,28.794107,-96.455215,twdb104,28.794,-96.456,8.51593120604992,151.7219467163086
