lv_HTGL3,ygrid_0,xgrid_0,UGRD_P0_L103_GLC0,VGRD_P0_L103_GLC0,gridlat_0,gridlon_0,station,org_lat,org_lon,speed,dir
10.0,96,326,-3.4538145,2.9183726,28.01354,-97.56193,twdb029,28.013,-97.563,10.114762853126527,130.19683837890625
10.0,96,327,-3.7738147,3.2083728,28.015558,-97.437935,twdb030,28.015,-97.439,11.080269033288957,130.37010192871094
10.0,96,328,-4.1038146,3.5283728,28.017477,-97.31394,twdb031,28.017,-97.315,12.106518079099656,130.68824768066406
10.0,96,329,-4.2038145,3.7183728,28.019297,-97.18995,twdb032,28.019,-97.191,12.554466713552475,131.4935302734375
10.0,96,330,-4.3738146,3.4983728,28.021013,-97.06595,twdb033,28.021,-97.067,12.528634435815812,128.65438842773438
10.0,95,321,-3.2138147,2.2883728,27.892488,-98.178894,twdb034,27.892,-98.18,8.825360144414903,125.45249938964844
10.0,95,322,-3.3938146,2.1383727,27.895006,-98.05504,twdb035,27.895,-98.056,8.973061082992555,122.21418762207031
10.0,95,323,-3.4938147,2.0783727,27.897423,-97.93118,twdb036,27.897,-97.932,9.093752155485154,120.74723815917969
10.0,95,324,-3.5938146,2.1583726,27.89974,-97.80732,twdb037,27.899,-97.809,9.377575480537415,120.98818969726562
10.0,95,325,-3.7238147,2.3683727,27.901958,-97.68346,twdb038,27.902,-97.685,9.87197592204094,122.4566650390625
10.0,95,326,-3.8838146,2.6983728,27.904076,-97.559586,twdb039,27.904,-97.561,10.578912927274704,124.79057312011719
10.0,95,327,-4.0238147,3.0383728,27.906092,-97.43571,twdb040,27.906,-97.437,11.278879334812165,127.05638122558594
10.0,95,328,-4.3538146,3.1483727,27.908009,-97.31183,twdb041,27.908,-97.313,12.018833613357545,125.87181091308594
10.0,95,329,-4.7038145,3.0483727,27.909826,-97.18794,twdb042,27.909,-97.189,12.538533004541398,122.94583129882812
10.0,95,330,-5.0238147,2.8183727,27.911543,-97.06406,twdb043,27.911,-97.065,12.885616503667832,119.29254150390625
10.0,95,331,-5.3338146,2.5583727,27.91316,-96.94017,twdb044,27.913,-96.941,13.232942133731843,115.62478637695312
10.0,94,322,-3.6338146,1.8783728,27.785538,-98.05225,twdb045,27.785,-98.053,9.150394795036316,117.33511352539062
10.0,94,323,-3.8638146,1.8183727,27.787952,-97.928505,twdb046,27.788,-97.93,9.55242601715088,115.20243835449219
10.0,94,324,-4.0538144,1.8683728,27.790268,-97.804756,twdb047,27.79,-97.806,9.98493160440445,114.74462890625
10.0,94,325,-4.2538147,2.0183728,27.792482,-97.68101,twdb048,27.792,-97.682,10.53234592136383,115.3836669921875
10.0,94,326,-4.5038147,2.3983727,27.794598,-97.55724,twdb049,27.794,-97.558,11.414212395763398,118.03622436523438
10.0,94,327,-4.5838146,2.7883728,27.796614,-97.43349,twdb050,27.796,-97.435,12.001840714826585,121.3125
10.0,94,328,-4.633815,2.8083727,27.798529,-97.309715,twdb051,27.798,-97.311,12.120664072465898,121.21841430664062
10.0,94,329,-4.903815,2.5483727,27.800344,-97.18594,twdb052,27.8,-97.187,12.362327814664841,117.45962524414062
10.0,94,330,-5.2838144,2.3283727,27.802061,-97.06217,twdb053,27.802,-97.063,12.916273267002106,113.78125
10.0,94,331,-5.6638145,2.1883729,27.803677,-96.93839,twdb054,27.803,-96.94,13.582439475641252,111.12544250488281
10.0,94,332,-5.7538147,1.9983728,27.805191,-96.81461,twdb055,27.805,-96.816,13.62512705327034,109.15277099609375
10.0,93,322,-3.8338146,1.7583728,27.676058,-98.04947,twdb056,27.676,-98.051,9.435010645580292,114.63848876953125
10.0,93,323,-4.153815,1.7183728,27.678473,-97.925835,twdb057,27.678,-97.927,10.055532505846024,112.47418212890625
10.0,93,324,-4.423815,1.7283728,27.680784,-97.8022,twdb058,27.68,-97.803,10.62426607852936,111.34046936035156
10.0,93,325,-4.6938148,1.7983727,27.682999,-97.67856,twdb059,27.683,-97.68,11.244054079389572,110.96368408203125
10.0,93,326,-5.0438147,1.9983728,27.685112,-97.55492,twdb060,27.685,-97.556,12.136004720678331,111.61360168457031
10.0,93,327,-5.153815,2.2483728,27.687126,-97.43127,twdb061,27.687,-97.432,12.57808674651146,113.56944274902344
10.0,93,328,-5.0038147,2.3383727,27.68904,-97.30761,twdb062,27.689,-97.309,12.35515028568268,115.04753112792969
10.0,93,329,-5.0538144,2.2683728,27.690853,-97.18395,twdb063,27.691,-97.185,12.391628858079912,114.17263793945312
10.0,93,330,-5.3638144,2.1783729,27.692568,-97.060295,twdb064,27.692,-97.062,12.950281463842392,112.10324096679688
10.0,93,331,-5.7138147,2.0983727,27.694181,-96.93663,twdb065,27.694,-96.938,13.61612127571106,110.16554260253906
10.0,93,332,-5.9138145,1.9283727,27.695696,-96.81296,twdb066,27.695,-96.814,13.914381791248323,108.06008911132812
10.0,92,323,-4.3338146,1.8183727,27.568981,-97.92317,twdb067,27.569,-97.924,10.513244243698121,112.76185607910156
10.0,92,324,-4.633815,1.8683728,27.571291,-97.799644,twdb068,27.571,-97.801,11.176433415126802,111.95950317382812
10.0,92,325,-4.883815,1.9283727,27.573503,-97.67612,twdb069,27.573,-97.677,11.745590450286866,111.54656982421875
10.0,92,326,-5.1938148,2.0283728,27.575615,-97.55258,twdb070,27.575,-97.554,12.47282272137642,111.33245849609375
10.0,92,327,-5.3138146,2.0983727,27.577627,-97.42905,twdb071,27.577,-97.43,12.779917282838822,111.548583984375
10.0,92,328,-5.1138144,2.1083727,27.57954,-97.305504,twdb072,27.579,-97.307,12.373398638458253,112.40585327148438
10.0,92,329,-5.0738144,2.1583726,27.581352,-97.18196,twdb073,27.581,-97.183,12.334075294208528,113.04463195800781
10.0,92,330,-5.3438144,2.2583728,27.583065,-97.05841,twdb074,27.583,-97.06,12.977452395000459,112.90962219238281
10.0,92,331,-5.6438146,2.2683728,27.584679,-96.93486,twdb075,27.584,-96.936,13.606436038208008,111.89628601074219
10.0,92,332,-5.8838143,2.1783729,27.586191,-96.81131,twdb076,27.586,-96.812,14.034829666147234,110.31614685058594
10.0,92,333,-6.0138144,2.0083728,27.587605,-96.68775,twdb077,27.587,-96.689,14.18289220114708,108.46726989746094
10.0,91,324,-4.7738147,2.2583728,27.46179,-97.7971,twdb078,27.461,-97.798,11.813406312618257,115.31767272949219
10.0,91,325,-4.9538145,2.4083726,27.463999,-97.67368,twdb079,27.464,-97.675,12.321567684631349,115.92741394042969
10.0,91,326,-5.2338147,2.4483728,27.466108,-97.55026,twdb080,27.466,-97.551,12.925437976322176,115.07014465332031
10.0,91,327,-5.3138146,2.2083728,27.46812,-97.426834,twdb081,27.468,-97.428,12.872329168472291,112.56733703613281
10.0,91,328,-5.0938144,1.9683727,27.47003,-97.303406,twdb082,27.47,-97.305,12.215707398729325,111.12774658203125
10.0,91,329,-5.0738144,2.0783727,27.471842,-97.17998,twdb083,27.472,-97.181,12.265129843053819,112.27536010742188
10.0,91,330,-5.2938147,2.3083727,27.473553,-97.05654,twdb084,27.473,-97.058,12.918800175333024,113.55966186523438
10.0,91,331,-5.5438147,2.4583728,27.475164,-96.9331,twdb085,27.475,-96.934,13.565796440315248,113.91462707519531
10.0,91,332,-5.8038144,2.4883728,27.476675,-96.809654,twdb086,27.476,-96.811,14.125750366535188,113.20713806152344
10.0,90,324,-4.9738145,2.6083727,27.352278,-97.794556,twdb087,27.352,-97.796,12.563248493328095,117.67347717285156
10.0,90,325,-5.1238146,2.8183727,27.354486,-97.67125,twdb088,27.354,-97.672,13.081165502147675,118.81315612792969
10.0,90,326,-5.3638144,2.7383728,27.356594,-97.54794,twdb089,27.356,-97.549,13.471725904426576,117.04556274414062
10.0,90,327,-5.4138145,2.1583726,27.358603,-97.42463,twdb090,27.358,-97.426,13.037341935758592,111.73612976074219
10.0,90,328,-5.1638145,1.7483728,27.360512,-97.301315,twdb091,27.36,-97.302,12.195280934171677,108.70516967773438
10.0,90,329,-5.133815,1.9183728,27.362322,-97.17799,twdb092,27.362,-97.179,12.259616297607423,110.48941040039062
10.0,90,330,-5.2838144,2.2283728,27.36403,-97.05467,twdb093,27.364,-97.056,12.827703476686478,112.86688232421875
10.0,90,331,-5.4538145,2.4683728,27.36564,-96.93134,twdb094,27.365,-96.933,13.391212567729951,114.35130310058594
10.0,89,324,-5.2038145,2.8083727,27.242758,-97.792015,twdb095,27.242,-97.793,13.227607786512376,118.35467529296875
10.0,89,325,-5.403815,2.9083726,27.244963,-97.66882,twdb096,27.245,-97.67,13.727567639675142,118.28947448730469
10.0,89,326,-5.5238147,2.5883727,27.24707,-97.54562,twdb097,27.247,-97.547,13.645738049335481,115.1070556640625
10.0,89,327,-5.5038147,1.8083727,27.249077,-97.422424,twdb098,27.249,-97.424,12.95923817522049,108.1888427734375
10.0,89,328,-5.2738147,1.4683728,27.250984,-97.299225,twdb099,27.251,-97.3,12.245941766242982,105.55865478515625
10.0,88,325,-5.6638145,2.8583727,27.135433,-97.6664,twdb100,27.135,-97.668,14.191633447990418,116.77883911132812
10.0,88,326,-5.653815,2.3083727,27.137537,-97.54331,twdb101,27.137,-97.544,13.660765100650789,112.20951843261719
10.0,88,327,-5.5838146,1.5883728,27.139544,-97.42023,twdb102,27.139,-97.421,12.986185108594896,105.87895202636719
10.0,103,334,-1.3938147,2.9883728,28.792883,-96.58003,twdb103,28.792,-96.581,7.37616915005684,154.9950714111328
10.0,103,335,-1.3238146,3.1583726,28.794107,-96.455215,twdb104,28.794,-96.456,7.660597802453042,157.25927734375
10.0,103,336,-1.4438146,3.1883729,28.79523,-96.3304,twdb105,28.795,-96.332,7.829392932314874,155.63720703125
10.0,102,333,-1.9338146,2.9583728,28.682169,-96.70327,twdb106,28.682,-96.704,7.906122306451798,146.82836151123047
10.0,102,334,-1.5438147,3.3483727,28.683495,-96.578575,twdb107,28.683,-96.58,8.247899191417694,155.24728393554688
10.0,102,335,-1.3838147,3.6183727,28.684717,-96.45387,twdb108,28.684,-96.455,8.66581558969021,159.07109832763672
10.0,102,336,-1.4038147,3.6983726,28.68584,-96.32917,twdb109,28.685,-96.33,8.848972177453042,159.2144317626953
10.0,102,337,-1.5738146,3.6883726,28.686863,-96.20447,twdb110,28.686,-96.206,8.970376309556961,156.89225006103516
10.0,101,333,-2.1638145,2.9783728,28.572767,-96.701706,twdb111,28.572,-96.703,8.235098784737588,144.0012664794922
10.0,101,334,-1.8038146,3.3383727,28.574091,-96.577126,twdb112,28.574,-96.578,8.48814214767456,151.6164321899414
10.0,101,335,-1.6238147,3.6583726,28.575314,-96.45254,twdb113,28.575,-96.454,8.953480476732254,156.06536102294922
10.0,101,336,-1.6338147,3.7783728,28.576435,-96.32795,twdb114,28.576,-96.329,9.208331288452149,156.61576080322266
10.0,101,337,-1.7238146,3.8083727,28.577457,-96.20336,twdb115,28.577,-96.205,9.351169341812135,155.64669036865234
10.0,101,338,-1.7438147,3.8383727,28.578379,-96.07877,twdb116,28.578,-96.08,9.430763220939637,155.5671844482422
10.0,101,339,-1.6538147,3.8083727,28.579199,-95.95418,twdb117,28.579,-95.955,9.287694769859314,156.52674865722656
10.0,100,332,-2.8738146,3.0883727,28.461931,-96.82461,twdb118,28.462,-96.826,9.43682716094017,137.0609893798828
10.0,100,333,-2.3538146,3.1583726,28.463352,-96.70014,twdb119,28.463,-96.701,8.81131761669159,143.3042449951172
10.0,100,334,-2.0738146,3.2983727,28.464676,-96.575676,twdb120,28.464,-96.577,8.715449231925012,147.8408432006836
10.0,100,335,-1.9538146,3.5183728,28.465897,-96.45121,twdb121,28.465,-96.452,9.002492258453369,150.95581817626953
10.0,100,336,-2.0038147,3.5683727,28.467018,-96.32674,twdb122,28.467,-96.328,9.15467741932869,150.68367767333984
10.0,100,337,-2.0338147,3.4883728,28.468039,-96.202255,twdb123,28.468,-96.203,9.032681826410295,149.75668334960938
10.0,100,338,-1.8938147,3.4783728,28.468958,-96.07778,twdb124,28.469,-96.079,8.859415274124146,151.4337387084961
10.0,100,339,-1.6938146,3.5083728,28.469778,-95.9533,twdb125,28.469,-95.954,8.714794305071832,154.22911834716797
10.0,99,333,-2.8438146,3.3383727,28.353926,-96.698586,twdb126,28.354,-96.7,9.809947735776902,139.5737762451172
10.0,99,334,-2.4638147,3.2383728,28.355246,-96.574234,twdb127,28.355,-96.575,9.102296070947649,142.73544311523438
10.0,99,335,-2.2838147,3.2683728,28.356466,-96.449875,twdb128,28.356,-96.451,8.91921308245659,145.0556182861328
10.0,99,336,-2.2838147,3.2383728,28.357586,-96.325516,twdb129,28.357,-96.327,8.86428722591877,144.8071746826172
10.0,99,337,-2.2838147,3.1083727,28.358606,-96.20116,twdb130,28.358,-96.202,8.628266627883912,143.6941680908203
10.0,99,338,-2.1538146,3.1083727,28.359526,-96.07679,twdb131,28.359,-96.078,8.45933016608715,145.28162384033203
10.0,99,339,-1.9138147,3.2383728,28.360346,-95.95242,twdb132,28.36,-95.954,8.414506076264383,149.41775512695312
10.0,98,334,-3.0038147,2.9483728,28.245804,-96.57279,twdb133,28.245,-96.574,9.415313773803712,134.46633911132812
10.0,98,335,-2.6538146,2.8283727,28.247025,-96.44855,twdb134,28.247,-96.45,8.675874156832696,136.82374572753906
10.0,98,336,-2.4938147,2.7383728,28.248144,-96.3243,twdb135,28.248,-96.326,8.285076956896782,137.67613220214844
10.0,115,346,-1.5238147,0.7483728,30.112461,-95.08305,twdb136,30.112,-95.084,3.7975789583063126,116.156494140625
10.0,115,347,-1.7538147,0.4283728,30.112476,-94.95683,twdb137,30.112,-94.958,4.0385096410918235,103.72587585449219
10.0,115,348,-1.9438146,0.3583728,30.11239,-94.830605,twdb138,30.112,-94.832,4.421478385152817,100.44607543945312
10.0,114,343,-1.3738147,1.5483727,30.002604,-95.461296,twdb139,30.002,-95.463,4.630425117735863,138.4185333251953
10.0,114,344,-1.2238147,1.2383728,30.002924,-95.33519,twdb140,30.003,-95.336,3.8946465312075618,135.33877563476562
10.0,114,345,-1.1638147,0.8583728,30.003143,-95.20908,twdb141,30.003,-95.21,3.234887992501259,126.41067504882812
10.0,114,346,-1.2138146,0.4283728,30.003262,-95.08298,twdb142,30.003,-95.084,2.879358976938725,109.43867492675781
10.0,114,347,-1.5038147,0.0683728,30.003277,-94.95687,twdb143,30.003,-94.958,3.3674184145164494,92.60324096679688
10.0,114,348,-1.8438146,-0.091627195,30.003191,-94.830765,twdb144,30.003,-94.832,4.129592206544876,87.15505981445312
10.0,114,349,-2.0438147,0.0683728,30.003004,-94.70466,twdb145,30.003,-94.706,4.574448604927063,91.91603088378906
10.0,113,342,-1.7338147,1.1983727,29.892963,-95.58686,twdb146,29.892,-95.588,4.714698417229653,124.65133666992188
10.0,113,343,-1.4138147,0.9283728,29.893387,-95.46087,twdb147,29.893,-95.462,3.7835036309075356,123.29067993164062
10.0,113,344,-1.1838146,0.6683728,29.893707,-95.33488,twdb148,29.893,-95.336,3.04103684388876,119.44874572753906
10.0,113,345,-1.0238147,0.3783728,29.893927,-95.20889,twdb149,29.893,-95.21,2.441609974899292,110.28289794921875
10.0,113,346,-1.0238147,0.0483728,29.894043,-95.0829,twdb150,29.894,-95.084,2.2927669142889977,92.70509338378906
10.0,113,347,-1.2438147,-0.2616272,29.89406,-94.95691,twdb151,29.894,-94.958,2.8432236011457444,78.12141418457031
10.0,113,348,-1.6438147,-0.43162718,29.893974,-94.83092,twdb152,29.893,-94.832,3.8017639835643773,75.28759765625
10.0,113,349,-1.9438146,-0.2916272,29.893787,-94.70493,twdb153,29.893,-94.706,4.396860228736401,81.46763610839844
10.0,113,350,-2.1038146,0.3483728,29.893497,-94.57894,twdb154,29.893,-94.58,4.770192268147469,99.40235900878906
10.0,112,340,-2.5938146,1.5383728,29.782581,-95.83805,twdb155,29.782,-95.839,6.745947119102478,120.67189025878906
10.0,112,341,-2.1338146,1.0583727,29.783205,-95.71218,twdb156,29.783,-95.713,5.3281062145519265,116.38142395019531
10.0,112,342,-1.7938147,0.71837276,29.78373,-95.58631,twdb157,29.783,-95.588,4.322466564822197,111.82473754882812
10.0,112,343,-1.4938147,0.44837278,29.784151,-95.46044,twdb158,29.784,-95.462,3.488852146327496,106.70729064941406
10.0,112,344,-1.2238147,0.1983728,29.784472,-95.33457,twdb159,29.784,-95.336,2.77333149269104,99.20722961425781
10.0,112,345,-1.0438147,-0.061627194,29.784689,-95.208694,twdb160,29.784,-95.21,2.33901685667038,86.62115478515625
10.0,112,346,-1.0438147,-0.28162718,29.784807,-95.082825,twdb161,29.784,-95.084,2.4184446041083336,74.90078735351562
10.0,112,347,-1.1938146,-0.4516272,29.784822,-94.95695,twdb162,29.784,-94.958,2.855198415994644,69.27806091308594
10.0,112,348,-1.4138147,-0.5316272,29.784739,-94.83108,twdb163,29.784,-94.832,3.3788159017443657,69.39256286621094
10.0,112,349,-1.6438147,-0.3216272,29.784552,-94.7052,twdb164,29.784,-94.706,3.7468383936905862,78.92941284179688
10.0,112,350,-1.7738147,0.3383728,29.784262,-94.57933,twdb165,29.784,-94.581,4.039466964952946,100.79998779296875
10.0,111,338,-3.2838147,2.1283727,29.671776,-96.088776,twdb166,29.671,-96.09,8.753672320394516,122.94889831542969
10.0,111,339,-3.0338147,1.7183728,29.672604,-95.96303,twdb167,29.672,-95.964,7.799461495137215,119.52751159667969
10.0,111,340,-2.5938146,1.0983728,29.673328,-95.83727,twdb168,29.673,-95.839,6.3009867217493065,112.95065307617188
10.0,111,341,-2.2638147,0.5783728,29.673952,-95.711525,twdb169,29.674,-95.713,5.226677351469994,104.33169555664062
10.0,111,342,-2.0038147,0.2283728,29.674475,-95.58577,twdb170,29.674,-95.587,4.511430561790466,96.50189208984375
10.0,111,343,-1.6638147,-0.031627197,29.674896,-95.460014,twdb171,29.674,-95.461,3.7225258342504506,88.91099548339844
10.0,111,344,-1.3438146,-0.2716272,29.675217,-95.33426,twdb172,29.675,-95.336,3.066826988708973,78.57267761230469
10.0,111,345,-1.2538147,-0.40162718,29.675436,-95.2085,twdb173,29.675,-95.21,2.945087393257618,72.23846435546875
10.0,111,346,-1.3738147,-0.47162718,29.675552,-95.08275,twdb174,29.675,-95.084,3.2491883843398095,71.05278015136719
10.0,111,347,-1.4038147,-0.5216272,29.67557,-94.95699,twdb175,29.675,-94.958,3.350029786567688,69.61601257324219
10.0,111,348,-1.3538147,-0.44162717,29.675484,-94.83123,twdb176,29.675,-94.832,3.185459948232174,71.93318176269531
10.0,111,349,-1.3638147,-0.051627196,29.675297,-94.705475,twdb177,29.675,-94.707,3.052956725947857,87.83209228515625
10.0,111,350,-1.4738146,0.65837276,29.675009,-94.57972,twdb178,29.675,-94.581,3.610828806099892,114.07096862792969
10.0,111,351,-1.6038146,1.5983728,29.67462,-94.453964,twdb179,29.674,-94.455,5.065084817008972,134.9026336669922
10.0,110,337,-3.3438146,1.8183727,29.56158,-96.2134,twdb180,29.561,-96.215,8.514363754892349,118.53742980957031
10.0,110,338,-3.2938147,1.5983728,29.562508,-96.08777,twdb181,29.562,-96.089,8.189770166573526,115.88568115234375
10.0,110,339,-3.0738146,1.1283728,29.563334,-95.962135,twdb182,29.563,-95.963,7.324590460400582,110.15779113769531
10.0,110,340,-2.7438147,0.52837276,29.564058,-95.8365,twdb183,29.564,-95.838,6.250515221138001,100.89996337890625
10.0,110,341,-2.5238147,0.028372802,29.564682,-95.71086,twdb184,29.564,-95.712,5.6459788027048115,90.64410400390625
10.0,110,342,-2.3238146,-0.3316272,29.565205,-95.58523,twdb185,29.565,-95.586,5.250900045132638,81.87826538085938
10.0,110,343,-1.9238147,-0.5916272,29.565626,-95.45959,twdb186,29.565,-95.461,4.502358118224144,72.90585327148438
10.0,110,344,-1.5938146,-0.7216272,29.565947,-95.33395,twdb187,29.566,-95.335,3.9136802095460896,65.64051818847656
10.0,110,345,-1.6838146,-0.74162716,29.566164,-95.20831,twdb188,29.566,-95.21,4.1157523434829715,66.22914123535156
10.0,110,346,-1.8738147,-0.7616272,29.566282,-95.08267,twdb189,29.566,-95.084,4.524626697888374,67.88031005859375
10.0,110,347,-1.7438147,-0.7016272,29.566298,-94.95703,twdb190,29.566,-94.958,4.2047157299041755,68.08250427246094
10.0,110,348,-1.4738146,-0.2916272,29.566212,-94.83139,twdb191,29.566,-94.833,3.360756347100735,78.80732727050781
10.0,110,349,-1.3338146,0.4283728,29.566027,-94.70575,twdb192,29.566,-94.707,3.133764193067551,107.80514526367188
10.0,110,350,-1.3038146,1.2383728,29.565739,-94.58011,twdb193,29.565,-94.581,4.022451133315563,133.525390625
10.0,110,351,-1.3438146,2.0883727,29.56535,-94.454475,twdb194,29.565,-94.456,5.555154634695054,147.23976135253906
10.0,110,352,-1.3838147,2.9783728,29.56486,-94.328835,twdb195,29.564,-94.33,7.346448377461434,155.0794219970703
10.0,109,337,-3.3238146,1.2383728,29.452295,-96.21227,twdb196,29.452,-96.214,7.934458559412957,110.43418884277344
10.0,109,338,-3.2538147,0.9383728,29.453222,-96.08676,twdb197,29.453,-96.088,7.575222647194863,106.08712768554688
10.0,109,339,-3.1538146,0.5583728,29.454048,-95.96124,twdb198,29.454,-95.963,7.164610709981919,100.03999328613281
10.0,109,340,-2.9938147,0.1483728,29.454773,-95.835724,twdb199,29.454,-95.837,6.705203522238731,92.83724975585938
10.0,109,341,-2.8038146,-0.28162718,29.455395,-95.710205,twdb200,29.455,-95.711,6.303524829969406,84.26419067382812
10.0,109,342,-2.5938146,-0.6416272,29.455917,-95.58469,twdb201,29.455,-95.586,5.97709339316845,76.10575866699219
10.0,109,343,-2.2438147,-0.8816272,29.456339,-95.45916,twdb202,29.456,-95.46,5.392821307563782,68.54942321777344
10.0,109,344,-1.9238147,-0.9016272,29.456657,-95.33364,twdb203,29.456,-95.335,4.752639375157357,64.88909912109375
10.0,109,345,-2.0338147,-0.8916272,29.456877,-95.208115,twdb204,29.456,-95.209,4.967518849039078,66.32728576660156
10.0,109,346,-2.3138146,-0.9016272,29.456993,-95.082596,twdb205,29.457,-95.084,5.554943970112801,68.71055603027344
10.0,109,347,-2.1238146,-0.7216272,29.45701,-94.95707,twdb206,29.457,-94.958,5.017598353528977,71.23330688476562
10.0,109,348,-1.6838146,-0.1216272,29.456924,-94.83154,twdb207,29.456,-94.833,3.7764058344697955,85.86851501464844
10.0,109,349,-1.3738147,0.71837276,29.456738,-94.706024,twdb208,29.456,-94.707,3.467925153388977,117.60523986816406
10.0,109,350,-1.1738147,1.5583727,29.45645,-94.5805,twdb209,29.456,-94.582,4.364250151395798,143.0118179321289
10.0,109,352,-0.91381466,3.3683727,29.455572,-94.32945,twdb210,29.455,-94.331,7.807206485171319,164.82142639160156
10.0,109,353,-0.7438147,4.1883726,29.45498,-94.20393,twdb211,29.455,-94.205,9.515735180187226,169.92981719970703
10.0,108,337,-3.1838145,0.8583728,29.342995,-96.21115,twdb212,29.343,-96.212,7.376300348758698,105.08848571777344
10.0,108,338,-3.2138147,0.5483728,29.34392,-96.085754,twdb213,29.344,-96.087,7.293013706169129,99.68312072753906
10.0,108,339,-3.2638147,0.3283728,29.344746,-95.96036,twdb214,29.344,-95.962,7.337815929541589,95.74522399902344
10.0,108,340,-3.2138147,0.058372803,29.345469,-95.83495,twdb215,29.345,-95.836,7.19029632250309,91.04057312011719
10.0,108,341,-3.0238147,-0.3216272,29.346092,-95.70955,twdb216,29.346,-95.711,6.802247362041474,83.92857360839844
10.0,108,342,-2.8038146,-0.67162716,29.346613,-95.584145,twdb217,29.346,-95.585,6.449396986641884,76.52915954589844
10.0,108,343,-2.5438147,-0.86162716,29.347034,-95.45874,twdb218,29.347,-95.46,6.007920288152695,71.28799438476562
10.0,108,344,-2.2938147,-0.8216272,29.347353,-95.33333,twdb219,29.347,-95.335,5.450361538233757,70.2928466796875
10.0,108,345,-2.2338147,-0.7016272,29.347572,-95.207924,twdb220,29.347,-95.209,5.237597776751518,72.56280517578125
10.0,108,346,-2.5338147,-0.54162717,29.347689,-95.08252,twdb221,29.347,-95.084,5.796039184603692,77.93405151367188
